Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4,Unnamed: 11,Unnamed: 12,y_chain_1,y_chain_2,y_chain_3,pred_y_chain_1,pred_y_chain_2,pred_y_chain_3
23019,64436,44805.66319,support.eu@Company.com,cancel,thanks for email in dont know what this money m paying for is anyway ve know idea what password is have alzheimer and my family tell me to leave my phone alone so hopefully it cancelled through paypal ll soon know when get email to say payment has not gone out ll deal with it then thanks pugh hillrise avenue ryde isle of wight po tt get outlook for android cancel we hope you re doing well this email is regarding your concern about cancelling your subscription payment ll be more than happy to assist you with your inquiry if you are being charged monthly amount from your bank account it means that you have an active subscription now or you have accessed the free trial of some application in the past after which once the trial period has passed you have started to be charged monthly fee we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable first the desktop site so you will be able to see the payment and purchases window if for any reason you need further assistance with your inquiry please send us the following information you company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we hope this information is useful and it solves your issue for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,,
23019,64437,44805.66875,support.eu@Company.com,cancel,thank for reaching us back and clarifying the situation understand this situation might be difficult for you and how it has caused inconvenience for your situation but rest assured we will do our best to find fitted solution for your problem to proceed further would you please forward us the following details if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with after that we will contact our internal team and get back to you as soon as possible for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in cancel thanks for email in dont know what this money m paying for is anyway ve know idea what password is have alzheimer and my family tell me to leave my phone alone so hopefully it cancelled through paypal ll soon know when get email to say payment has not gone out ll deal with it then thanks pugh hillrise avenue ryde isle of wight po tt get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,,
23016,64413,44805.63194,support.de@Company.com,rechnung brauchen,sehr geehrte damen und herren sie nnen also meiner bitte nach einer rechnung aus dem vormonat nicht nachkommen ein zahlungsf higer einzug ohne rechnungslegung ist nat rlich llig inakzeptabel das gleiche gilt r die haltefrist hier gelten in der eu deutlich ngere aufbewahrungsfristen r belege der leistungserbringung welche ma nahmen haben sie getroffen r den fall dass die berschritten werden company se ist die leistungsfakturiende stelle des produktes company mobile cloud deren vertretung sie hier darstellen sie rfen gern anonym bleiben wenn sie den case lieber auf englisch hren chten habe ich keine probleme damit auf einer rechnung muss ich aber bestehen und wenn es in excel geschrieben wird viele gr best regards infotech gmbh informatik service provider www infotech isp net pommernstra holzminden fon fax hrb amtsgericht hildesheim ust id de eori de gesch ftsf hrung disclaimer diese mail und eventuelle anh nge ist ausschlie lich r die adressierte person bestimmt und nnte vertrauliche und oder rechtlich gesch tzte information enthalten wenn sie nicht der richtige adressat sind und oder diese mail irrt mlich erhalten haben informieren sie bitte sofort den absender und vernichten diese mail es ist ihnen in diesem fall auch nicht gestattet diese mail teilweise oder ganz zu lesen zu kopieren an unbefugte weiterzuleiten oder anderweitig r sich selbst zu verwenden widersprechen sie nicht gehen wir davon aus dass sie einverstanden sind dass wir mit ihnen ber das internet per mail korrespondieren unbeschadet dessen ist allein die von uns unterzeichnete schriftliche fassung verbindlich wir weisen darauf hin dass derartige nachrichten mit und ohne zutun von dritten verloren gehen ver ndert oder verf lscht werden nnen auch ist die vertraulichkeit unter umst nden nicht gewahrt wir haften deshalb nicht r die unversehrtheit von mails nachdem sie unseren herrschaftsbereich verlassen haben und nnen ihnen hieraus entstehende sch den nicht ersetzen infotech beh lt sich das recht vor mail kommunikation durch ihre netze zu verfolgen sollte trotz der von uns verwendeten virus schutz programme durch die zusendung von mails ein virus in ihre systeme gelangen haften wir nicht r eventuell hieraus entstehende sch den rechnung brauchen sehr geehrter herrn vielen dank dass sie sich r company entschieden haben wir hoffen dass es ihnen gut geht ich schreibe ihnen wegen den rechnungen des sie brauchen sie finden diese rechnungen schnell wenn sie gehen zu einstellungen kontocenter zahlungen und eink ufe kaufhistorie tippen sie auf die entsprechende bestellung und dann auf rechnung anfordern llen sie alle erforderlichen felder aus best tigen sie die eingegebenen informationen und klicken sie auf in der oberen rechten ecke um ihre anfrage zu senden sie nnen nur stunden nach der zahlung eine rechnung anfordern company wird innerhalb von stunden eine digitale rechnung ausstellen ich bedanke mich ihnen r ihre verst ndnis und ich nsche ihnen einen sch nen tag weiter rgen sie nicht uns in zukunft anzusprechen falls wir ihnen weiter darin behilflich sein nnen mit freundlichem gru kundenservice die company se ist eine gesellschaft nach irischem recht mit sitz in company se ist der anbieter von company mobile services r company und honor ger tebesitzer in und anderen ndern company support issue submit product cloud requests view change or cancel subscription contact full name phone numbe contact email address company id account sum of the issue need bill for this subscription german business requirements there is no app namecompany cloud zahlungsmethode company abonniert abonnementnummer ed home news events products partners support copyright company se,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion | Invoice,Suggestion | Invoice | Invoice related request,,,
23016,64419,44805.63958,support.de@Company.com,rechnung brauchen,sehr geehrter herrn vielen dank r die bereitstellung der angeforderten informationen ich bedanke mich ihnen r ihre geduld in dieses lange prozess und ich entschuldige mich ihnen dass sie noch ein bisschien warten ssen wir sch tzen ihre zusammenarbeit sehr ich werde ihr problem mit unserem spezialisierten team pr fen und sie so schnell wie glich ber eventuelle nderungen informieren mit freundlichem gru kundenservice die company se ist eine gesellschaft nach irischem recht mit sitz in company se ist der anbieter von company mobile services r company und honor ger tebesitzer in und anderen ndern rechnung brauchen sehr geehrte damen und herren sie nnen also meiner bitte nach einer rechnung aus dem vormonat nicht nachkommen ein zahlungsf higer einzug ohne rechnungslegung ist nat rlich llig inakzeptabel das gleiche gilt r die haltefrist hier gelten in der eu deutlich ngere aufbewahrungsfristen r belege der leistungserbringung welche ma nahmen haben sie getroffen r den fall dass die berschritten werden company se ist die leistungsfakturiende stelle des produktes company mobile cloud deren vertretung sie hier darstellen sie rfen gern anonym bleiben wenn sie den case lieber auf englisch hren chten habe ich keine probleme damit auf einer rechnung muss ich aber bestehen und wenn es in excel geschrieben wird viele gr best regards infotech gmbh informatik service provider www infotech isp net pommernstra holzminden fon fax hrb amtsgericht hildesheim ust id de eori de gesch ftsf hrung disclaimer diese mail und eventuelle anh nge ist ausschlie lich r die adressierte person bestimmt und nnte vertrauliche und oder rechtlich gesch tzte information enthalten wenn sie nicht der richtige adressat sind und oder diese mail irrt mlich erhalten haben informieren sie bitte sofort den absender und vernichten diese mail es ist ihnen in diesem fall auch nicht gestattet diese mail teilweise oder ganz zu lesen zu kopieren an unbefugte weiterzuleiten oder anderweitig r sich selbst zu verwenden widersprechen sie nicht gehen wir davon aus dass sie einverstanden sind dass wir mit ihnen ber das internet per mail korrespondieren unbeschadet dessen ist allein die von uns unterzeichnete schriftliche fassung verbindlich wir weisen darauf hin dass derartige nachrichten mit und ohne zutun von dritten verloren gehen ver ndert oder verf lscht werden nnen auch ist die vertraulichkeit unter umst nden nicht gewahrt wir haften deshalb nicht r die unversehrtheit von mails nachdem sie unseren herrschaftsbereich verlassen haben und nnen ihnen hieraus entstehende sch den nicht ersetzen infotech beh lt sich das recht vor mail kommunikation durch ihre netze zu verfolgen sollte trotz der von uns verwendeten virus schutz programme durch die zusendung von mails ein virus in ihre systeme gelangen haften wir nicht r eventuell hieraus entstehende sch den company support issue submit product cloud requests view change or cancel subscription contact full name phone numbe contact email address company id account sum of the issue need bill for this subscription german business requirements there is no app namecompany cloud zahlungsmethode company abonniert abonnementnummer ed home news events products partners support copyright company se,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion | Invoice,Suggestion | Invoice | Invoice related request,,Suggestion | Invoice,
23016,64435,44805.66389,support.de@Company.com,rechnung brauchen,sehr geehrter herrn ich bedanke mich ihnen r ihre geduld in dieses lange prozess und ich entschuldige mich ihnen r den wartenzeit unser internes team sagte mir dass sie ihre rechnung sehen und herunterladen nnen wenn sie dem pfad folgen aber wie auch immer die verf gbarkeit der rechnung sollte jahr sein gehen zu einstellungen kontocenter zahlungen und eink ufe kaufhistorie tippen sie auf die entsprechende bestellung und dann auf rechnung anfordern llen sie alle erforderlichen felder aus best tigen sie die eingegebenen informationen und klicken sie auf in der oberen rechten ecke um ihre anfrage zu senden rgen sie nicht uns anzusprechen falls wir ihnen weiter darin behilflich sein nnen mit freundlichem gru kundenservice die company se ist eine gesellschaft nach irischem recht mit sitz in company se ist der anbieter von company mobile services r company und honor ger tebesitzer in und anderen ndern,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion | Invoice,Suggestion | Invoice | Invoice related request,Suggestion,,Suggestion | Payment | Subscription cancellation
23011,64369,44805.60833,support.eu@Company.com,,jag vill avsluta abonnemanget med fakturerings id y us n,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23011,64394,44805.62083,support.eu@Company.com,,would be more than happy to assist you with your inquiry based on our understanding your issue related to canceling subscription unfortunately we do not have the necessary permission to cancel subscriptions on behalf of our users due to privacy concerns will provide you with the cancellation steps but if you run into any issues while following them you will also find below what information we require from you to be able to investigate from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts for your understanding sincerely alexandra se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,Suggestion,,
23008,64362,44805.60694,support.eu@Company.com,uppsägning,den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in so if dont have my account cant cancel it den tis skrev we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in ok want to cancel this one because have samsung now instead den tis skrev would be more than happy to assist you with your inquiry but please take in consideration that we can offer you support in the following languages english portuguese spanish italian french german if you would like to cancel your subscription please follow the guideline below from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if for any reason you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in hej jag har inte kvar min telefon och vill rmed ga upp mitt abonnemang hos er mvh katarina,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,,Suggestion | Payment | Subscription cancellation
23008,64381,44805.61458,support.eu@Company.com,uppsägning,will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23008,64397,44805.61944,support.eu@Company.com,uppsägning,den tors kl skrev will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,,Suggestion | Payment | Subscription cancellation
23008,64432,44805.66042,support.eu@Company.com,uppsägning,for your kind patience as we carefully gathered more information for your inquiry hope this email finds you well our team has confirmed that they issued the refund for transaction made on for sek on the company id associated the account has gb gb and subscribed on please allow up to working days for the amount to reach back to your account after we refunded the transaction the cloud subscription will automatically cancel so you will not be further charged in accordance with the eu law and the cloud user agreement which is accepted by users before buying the subscription customers are not entitled to refund if their refund request is made after more than days for your understanding and kind cooperation for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in p den tors kl skrev will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,,
23001,64347,44805.57222,support.eu@Company.com,,ich chte diesen vertrag sofort ndigen danke,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,Suggestion | Payment,
23001,64351,44805.58333,support.de@Company.com,abonnement kündigen,sehr geehrter kunde vielen dank dass sie sich r company entschieden haben wir hoffen dass es ihnen gut geht diese mail bezieht sich auf ihr anliegen das abonnement ndigen keine sorge ich verstehe ihr anliegen sehr gut und ich werde mein bestes tun um ihnen die bestm gliche sung anzubieten aufgrund der datenschutzbestimmungen ist es uns nicht gestattet konten und abonnements im namen unserer kunden zu schen sie nnen sich jedoch jederzeit abmelden indem sie die nachstehenden schritte ausf hren ber ihr company handy einstellungen kontocenter zahlung und eink ufe abonnements und tippen sie auf den dienst dessen abonnement sie ndigen chten gehen sie von ihrem computer aus auf die offizielle website melden sie sich auf https id cloud company com cas portal login html an und dann nnen sie zu zahlungen und eink ufe abonnements passwortfreie zahlungen und tippen sie auf entfernen nach der ndigung wird ab dem chsten monat nichts mehr von ihrem konto abgebucht weitere informationen ber die deaktivierung von abonnements finden sie unter folgendem link https consumer company com en support content en us wenn sie ber den browser ihres telefons auf unser online portal zugreifen aktivieren sie bitte zuerst die desktop seite damit sie das fenster zahlung und eink ufe sehen nnen wenn sie aus bestimmten gr nden weitere unterst tzung bei ihrer anfrage brauchen senden sie uns bitte die folgenden informationen ihre company id telefonnummer mit landesvorwahl mail adresse ihr anliegen b company cloud abonnement ndigen company musik abonnement ndigen company video abonnement ndigen nachweis der transaktionen wenn die zahlung mit ihrer bankkarte erfolgt ist kopie ihres kontoauszugs mit den abbuchungen von company se und den letzten ziffern ihrer bankkarte wenn die zahlung mit paypal erfolgt ist ein screenshot der zahlung mit angabe der rechnungsnummer der transaktion wenn die zahlung mit ihrem telefon erfolgt ist die telefonnummer die belastet wurde ein screenshot der telefonrechnung der die geb hren von company se zeigt rgen sie nicht uns anzusprechen falls wir ihnen weiter darin behilflich sein nnen mit freundlichem gru kundenservice die company se ist eine gesellschaft nach irischem recht mit sitz in company se ist der anbieter von company mobile services r company und honor ger tebesitzer in und anderen ndern,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,Suggestion | Payment,Suggestion | Payment | Subscription cancellation
23000,64339,44805.56111,support.eu@Company.com,cancel next payments,m not longer in need to pay more because have an other mobile and don need more space hope that there is no problem to cancel future payment mta outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,Suggestion | Payment,
23000,64345,44805.56944,support.eu@Company.com,cancel next payments,we hope you re doing well this email is regarding your concern about cancelling your subscription without access to your company device ll be more than happy to assist you further in order to proceed further would you please send us the following details you company id phone number include country code email address proof of last associated transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal a screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se after that we will contact our internal team and get back to you as soon as possible also please note that if you don have company phone anymore you can manage all your subscriptions on our online portal following these steps go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site so you will be able to see the payment and purchases window for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in cancel next payments m not longer in need to pay more because have an other mobile and don need more space hope that there is no problem to cancel future payment eriksson mta outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,,
22993,64313,44805.52222,support.eu@Company.com,company support issue submit,product cloud requests view change or cancel subscription contact full name dirk kuhlmann phone numbe contact email address company id account sum of the issue need bill for this subscription german business requirements there is no app namecompany cloud zahlungsmethode company abonniert abonnementnummer ed home news events products partners support copyright company se,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion | Invoice,Suggestion | Invoice | Invoice related request,,Suggestion | Payment,
22993,64324,44805.5375,support.de@Company.com,rechnung brauchen,sehr geehrter herrn vielen dank dass sie sich r company entschieden haben wir hoffen dass es ihnen gut geht ich schreibe ihnen wegen den rechnungen des sie brauchen sie finden diese rechnungen schnell wenn sie gehen zu einstellungen kontocenter zahlungen und eink ufe kaufhistorie tippen sie auf die entsprechende bestellung und dann auf rechnung anfordern llen sie alle erforderlichen felder aus best tigen sie die eingegebenen informationen und klicken sie auf in der oberen rechten ecke um ihre anfrage zu senden sie nnen nur stunden nach der zahlung eine rechnung anfordern company wird innerhalb von stunden eine digitale rechnung ausstellen ich bedanke mich ihnen r ihre verst ndnis und ich nsche ihnen einen sch nen tag weiter rgen sie nicht uns in zukunft anzusprechen falls wir ihnen weiter darin behilflich sein nnen mit freundlichem gru kundenservice die company se ist eine gesellschaft nach irischem recht mit sitz in company se ist der anbieter von company mobile services r company und honor ger tebesitzer in und anderen ndern company support issue submit product cloud requests view change or cancel subscription contact full name dirk phone numbe contact email address company id account sum of the issue need bill for this subscription german business requirements there is no app namecompany cloud zahlungsmethode company abonniert abonnementnummer ed home news events products partners support copyright company se,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion | Invoice,Suggestion | Invoice | Invoice related request,,,
22991,64306,44805.51458,support.eu@Company.com,unknown payment,could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Query deduction details,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Query deduction details,Suggestion,,
22991,64314,44805.52431,support.eu@Company.com,unknown payment,we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely ramon se is the provider of company mobile services to company and honor device owners in unknown payment could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,Suggestion,,
22991,64506,44805.78889,support.eu@Company.com,unknown payment,just wanted to make sure it wasn a scam don remember signing up for this but if it for more storage then it very possible did kind regards lord wrote we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely ramon se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,Suggestion,,
22991,64511,44805.79306,support.eu@Company.com,unknown payment,for clarifying your request if there is anything else that we can assist you with please feel free to contact us again sincerely madalin se is the provider of company mobile services to company and honor device owners in unknown payment just wanted to make sure it wasn a scam don remember signing up for this but if it for more storage then it very possible did kind regards lord,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,Suggestion,,Suggestion | Payment | Subscription cancellation
22990,64301,44805.50694,support.eu@Company.com,kündigung,sehr geehrte damen und herren ich chte bitte zum schnellstm glichen termin ndigen transaktionsnumme x letzte rechnungsnumme f ich bitte um eine best tigung mit freundlichen gr en,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion | Payment,Suggestion | Payment | Subscription cancellation,,,
